human	chicken
ENSG00000067955	ENSGALG00000003169
ENSG00000135617	ENSGALG00000016089
ENSG00000131979	ENSGALG00000012200
ENSG00000197223	ENSGALG00000008765
ENSG00000173786	ENSGALG00000003457
ENSG00000101199	ENSGALG00000005781
ENSG00000151725	ENSGALG00000020210
ENSG00000127952	ENSGALG00000001963
ENSG00000100865	ENSGALG00000011372
ENSG00000106009	ENSGALG00000004348
ENSG00000162929	ENSGALG00000007825
ENSG00000157693	ENSGALG00000007186
ENSG00000183684	ENSGALG00000007237
ENSG00000144744	ENSGALG00000013410
ENSG00000136936	ENSGALG00000028998
ENSG00000172167	ENSGALG00000016404
ENSG00000144736	ENSGALG00000007798
ENSG00000171433	ENSGALG00000025991
ENSG00000102967	ENSGALG00000000802
ENSG00000179119	ENSGALG00000006355
ENSG00000110717	ENSGALG00000017675
ENSG00000207315	ENSGALG00000017866
ENSG00000134153	ENSGALG00000009637
ENSG00000131558	ENSGALG00000008477
ENSG00000125871	ENSGALG00000008698
ENSG00000169020	ENSGALG00000015372
ENSG00000122068	ENSGALG00000007581
ENSG00000127418	ENSGALG00000015725
ENSG00000140263	ENSGALG00000002317
ENSG00000130560	ENSGALG00000001713
ENSG00000148655	ENSGALG00000004990
ENSG00000135587	ENSGALG00000000954
ENSG00000103381	ENSGALG00000002940
ENSG00000173821	ENSGALG00000006988
ENSG00000119777	ENSGALG00000022850
ENSG00000127184	ENSGALG00000027963
ENSG00000100220	ENSGALG00000012611
ENSG00000104408	ENSGALG00000016093
ENSG00000089195	ENSGALG00000009169
ENSG00000127463	ENSGALG00000003969
ENSG00000134056	ENSGALG00000014789
ENSG00000177030	ENSGALG00000005089
ENSG00000208772	ENSGALG00000017860
ENSG00000187713	ENSGALG00000008925
ENSG00000145020	ENSGALG00000025844
ENSG00000152942	ENSGALG00000015571
ENSG00000182473	ENSGALG00000002050
ENSG00000269709	ENSGALG00000028057
ENSG00000103544	ENSGALG00000002119
ENSG00000132297	ENSGALG00000026593
ENSG00000137392	ENSGALG00000000900
ENSG00000136244	ENSGALG00000010915
ENSG00000138621	ENSGALG00000001711
ENSG00000107371	ENSGALG00000002426
ENSG00000110315	ENSGALG00000005645
ENSG00000163686	ENSGALG00000005696
ENSG00000232434	ENSGALG00000028823
ENSG00000163684	ENSGALG00000022641
ENSG00000197563	ENSGALG00000012903
ENSG00000180354	ENSGALG00000027076
ENSG00000163512	ENSGALG00000011428
ENSG00000116198	ENSGALG00000000978
ENSG00000125691	ENSGALG00000001634
ENSG00000164934	ENSGALG00000016073
ENSG00000159588	ENSGALG00000010272
ENSG00000112110	ENSGALG00000011625
ENSG00000164327	ENSGALG00000003775
ENSG00000132912	ENSGALG00000004534
ENSG00000149357	ENSGALG00000027888
ENSG00000162623	ENSGALG00000011364
ENSG00000170310	ENSGALG00000001238
ENSG00000142609	ENSGALG00000001288
ENSG00000121211	ENSGALG00000009212
ENSG00000122694	ENSGALG00000028821
ENSG00000067334	ENSGALG00000005786
ENSG00000151650	ENSGALG00000028199
ENSG00000109065	ENSGALG00000007723
ENSG00000144647	ENSGALG00000011518
ENSG00000165983	ENSGALG00000008728
ENSG00000174007	ENSGALG00000006405
ENSG00000131351	ENSGALG00000003727
ENSG00000181656	ENSGALG00000005252
ENSG00000134014	ENSGALG00000016624
ENSG00000141026	ENSGALG00000004851
ENSG00000132128	ENSGALG00000010359
ENSG00000040531	ENSGALG00000004628
ENSG00000166788	ENSGALG00000026111
ENSG00000133773	ENSGALG00000028648
ENSG00000155561	ENSGALG00000011662
ENSG00000179630	ENSGALG00000016969
ENSG00000205929	ENSGALG00000015936
ENSG00000116729	ENSGALG00000011238
ENSG00000173226	ENSGALG00000011655
ENSG00000153989	ENSGALG00000014899
ENSG00000148296	ENSGALG00000003210
ENSG00000143252	ENSGALG00000027277
ENSG00000168040	ENSGALG00000007625
ENSG00000138095	ENSGALG00000009967
ENSG00000113583	ENSGALG00000006506
ENSG00000132313	ENSGALG00000022950
ENSG00000177084	ENSGALG00000007665
ENSG00000128944	ENSGALG00000004706
ENSG00000112658	ENSGALG00000013255
ENSG00000106266	ENSGALG00000004255
ENSG00000043514	ENSGALG00000003851
ENSG00000239900	ENSGALG00000012034
ENSG00000133997	ENSGALG00000013835
ENSG00000124074	ENSGALG00000001204
ENSG00000166352	ENSGALG00000007941
ENSG00000120656	ENSGALG00000000991
ENSG00000130021	ENSGALG00000027095
ENSG00000145293	ENSGALG00000011178
ENSG00000196335	ENSGALG00000010980
ENSG00000175193	ENSGALG00000002315
ENSG00000065268	ENSGALG00000021637
ENSG00000142937	ENSGALG00000010124
ENSG00000151468	ENSGALG00000027168
ENSG00000174529	ENSGALG00000000656
ENSG00000101247	ENSGALG00000020729
ENSG00000136104	ENSGALG00000017015
ENSG00000198917	ENSGALG00000004622
ENSG00000134899	ENSGALG00000016860
ENSG00000133119	ENSGALG00000017064
ENSG00000113924	ENSGALG00000014966
ENSG00000032742	ENSGALG00000017134
ENSG00000184371	ENSGALG00000028217
ENSG00000124535	ENSGALG00000012856
ENSG00000189283	ENSGALG00000007172
ENSG00000166441	ENSGALG00000005948
ENSG00000115084	ENSGALG00000012166
ENSG00000140749	ENSGALG00000007059
ENSG00000157368	ENSGALG00000028466
ENSG00000096872	ENSGALG00000001801
ENSG00000122707	ENSGALG00000012626
ENSG00000118307	ENSGALG00000014030
ENSG00000143106	ENSGALG00000000065
ENSG00000187398	ENSGALG00000004414
ENSG00000136634	ENSGALG00000000892
ENSG00000126261	ENSGALG00000005006
ENSG00000173064	ENSGALG00000014531
ENSG00000110324	ENSGALG00000024075
ENSG00000067704	ENSGALG00000009566
ENSG00000073584	ENSGALG00000003882
ENSG00000162129	ENSGALG00000025846
ENSG00000213523	ENSGALG00000001113
ENSG00000206910	ENSGALG00000017853
ENSG00000171858	ENSGALG00000005338
ENSG00000138449	ENSGALG00000002433
ENSG00000125686	ENSGALG00000001708
ENSG00000069329	ENSGALG00000004375
ENSG00000144061	ENSGALG00000008195
ENSG00000180447	ENSGALG00000017658
ENSG00000177674	ENSGALG00000004623
ENSG00000166002	ENSGALG00000026639
ENSG00000135632	ENSGALG00000022920
ENSG00000115137	ENSGALG00000028967
ENSG00000126088	ENSGALG00000010219
ENSG00000144659	ENSGALG00000011952
ENSG00000164818	ENSGALG00000003684
ENSG00000213066	ENSGALG00000011423
ENSG00000116455	ENSGALG00000001438
ENSG00000198712	ENSGALG00000018370
ENSG00000164406	ENSGALG00000007099
ENSG00000160200	ENSGALG00000016196
ENSG00000177324	ENSGALG00000016541
ENSG00000240230	ENSGALG00000027698
ENSG00000177192	ENSGALG00000002354
ENSG00000132554	ENSGALG00000027443
ENSG00000233670	ENSGALG00000029014
ENSG00000135722	ENSGALG00000003201
ENSG00000162384	ENSGALG00000026516
ENSG00000162910	ENSGALG00000027824
ENSG00000100519	ENSGALG00000012408
ENSG00000119969	ENSGALG00000005451
ENSG00000186047	ENSGALG00000017014
ENSG00000129534	ENSGALG00000012452
ENSG00000139433	ENSGALG00000019017
ENSG00000075218	ENSGALG00000004897
ENSG00000123505	ENSGALG00000015049
ENSG00000154781	ENSGALG00000006459
ENSG00000153790	ENSGALG00000011021
ENSG00000007520	ENSGALG00000006434
ENSG00000087301	ENSGALG00000012400
ENSG00000203910	ENSGALG00000023490
ENSG00000100601	ENSGALG00000010485
ENSG00000166173	ENSGALG00000004046
ENSG00000151353	ENSGALG00000028744
ENSG00000136478	ENSGALG00000003496
ENSG00000182103	ENSGALG00000022713
ENSG00000087269	ENSGALG00000015649
ENSG00000136485	ENSGALG00000000510
ENSG00000115211	ENSGALG00000012471
ENSG00000133872	ENSGALG00000011395
ENSG00000156234	ENSGALG00000010336
ENSG00000112137	ENSGALG00000026826
ENSG00000173456	ENSGALG00000021334
ENSG00000178172	ENSGALG00000028012
ENSG00000185298	ENSGALG00000004505
ENSG00000111325	ENSGALG00000003687
ENSG00000181873	ENSGALG00000005328
ENSG00000185345	ENSGALG00000011562
ENSG00000185504	ENSGALG00000027370
ENSG00000083544	ENSGALG00000016936
ENSG00000104899	ENSGALG00000024368
ENSG00000103152	ENSGALG00000028691
ENSG00000139160	ENSGALG00000027056
ENSG00000074319	ENSGALG00000006312
ENSG00000172425	ENSGALG00000006812
ENSG00000197971	ENSGALG00000013640
ENSG00000206693	ENSGALG00000025669
ENSG00000201410	ENSGALG00000017813
ENSG00000198874	ENSGALG00000001110
ENSG00000025796	ENSGALG00000015308
ENSG00000143740	ENSGALG00000005412
ENSG00000165553	ENSGALG00000010413
ENSG00000155959	ENSGALG00000008389
ENSG00000014138	ENSGALG00000026330
ENSG00000144730	ENSGALG00000005499
ENSG00000136146	ENSGALG00000016995
ENSG00000137547	ENSGALG00000015280
ENSG00000136758	ENSGALG00000007492
ENSG00000149823	ENSGALG00000004166
ENSG00000249751	ENSGALG00000024379
ENSG00000163605	ENSGALG00000007810
ENSG00000181264	ENSGALG00000026316
ENSG00000058729	ENSGALG00000015288
ENSG00000078674	ENSGALG00000013602
ENSG00000154429	ENSGALG00000011084
ENSG00000199673	ENSGALG00000017822
ENSG00000188641	ENSGALG00000005509
ENSG00000117360	ENSGALG00000028205
ENSG00000155393	ENSGALG00000003874
ENSG00000198198	ENSGALG00000028561
ENSG00000132676	ENSGALG00000019796
ENSG00000121766	ENSGALG00000000618
ENSG00000166183	ENSGALG00000011572
ENSG00000162062	ENSGALG00000009204
ENSG00000131374	ENSGALG00000011251
ENSG00000103056	ENSGALG00000000780
ENSG00000152133	ENSGALG00000010561
ENSG00000101624	ENSGALG00000013858
ENSG00000182645	ENSGALG00000009182
ENSG00000169857	ENSGALG00000009642
ENSG00000182795	ENSGALG00000001091
ENSG00000065057	ENSGALG00000005617
ENSG00000115541	ENSGALG00000025715
ENSG00000154945	ENSGALG00000007389
ENSG00000168016	ENSGALG00000012057
ENSG00000001497	ENSGALG00000004713
ENSG00000117410	ENSGALG00000010091
ENSG00000069482	ENSGALG00000007047
ENSG00000173627	ENSGALG00000020926
ENSG00000163159	ENSGALG00000000793
ENSG00000214160	ENSGALG00000008503
ENSG00000166448	ENSGALG00000003569
ENSG00000109920	ENSGALG00000014598
ENSG00000130347	ENSGALG00000015343
ENSG00000126775	ENSGALG00000012148
ENSG00000164675	ENSGALG00000008823
ENSG00000165632	ENSGALG00000006731
ENSG00000088854	ENSGALG00000016026
ENSG00000201457	ENSGALG00000017848
ENSG00000111906	ENSGALG00000014841
ENSG00000115946	ENSGALG00000009093
ENSG00000163472	ENSGALG00000025893
ENSG00000142655	ENSGALG00000002836
ENSG00000180336	ENSGALG00000001027
ENSG00000105583	ENSGALG00000028844
ENSG00000138823	ENSGALG00000012271
ENSG00000140319	ENSGALG00000009592
ENSG00000213977	ENSGALG00000004618
ENSG00000137364	ENSGALG00000012687
ENSG00000158411	ENSGALG00000016759
ENSG00000122435	ENSGALG00000005290
ENSG00000176261	ENSGALG00000003517
ENSG00000198954	ENSGALG00000004156
ENSG00000144029	ENSGALG00000008550
ENSG00000022840	ENSGALG00000007143
ENSG00000196227	ENSGALG00000026542
ENSG00000100605	ENSGALG00000010827
ENSG00000165424	ENSGALG00000026864
ENSG00000163507	ENSGALG00000015360
ENSG00000242689	ENSGALG00000026207
ENSG00000142102	ENSGALG00000004234
ENSG00000198870	ENSGALG00000003175
ENSG00000163069	ENSGALG00000013968
ENSG00000118785	ENSGALG00000010926
ENSG00000120697	ENSGALG00000017049
ENSG00000140481	ENSGALG00000028855
ENSG00000169193	ENSGALG00000010976
ENSG00000137135	ENSGALG00000002599
ENSG00000134321	ENSGALG00000016400
ENSG00000130713	ENSGALG00000003887
ENSG00000118690	ENSGALG00000015289
ENSG00000120688	ENSGALG00000016949
ENSG00000133316	ENSGALG00000026895
ENSG00000225614	ENSGALG00000026534
ENSG00000106591	ENSGALG00000012337
ENSG00000075240	ENSGALG00000013182
ENSG00000116984	ENSGALG00000014464
ENSG00000162878	ENSGALG00000017393
ENSG00000130396	ENSGALG00000011329
ENSG00000133943	ENSGALG00000010703
ENSG00000109674	ENSGALG00000010719
ENSG00000142686	ENSGALG00000002353
ENSG00000166073	ENSGALG00000009619
ENSG00000174917	ENSGALG00000026847
ENSG00000174444	ENSGALG00000007711
ENSG00000113946	ENSGALG00000025821
ENSG00000165259	ENSGALG00000007041
ENSG00000102984	ENSGALG00000000817
ENSG00000158825	ENSGALG00000007382
ENSG00000160207	ENSGALG00000016202
ENSG00000146147	ENSGALG00000016301
ENSG00000239857	ENSGALG00000003798
ENSG00000184967	ENSGALG00000002272
ENSG00000134248	ENSGALG00000000419
ENSG00000198863	ENSGALG00000002856
ENSG00000151611	ENSGALG00000009974
ENSG00000132423	ENSGALG00000015486
ENSG00000184445	ENSGALG00000004515
ENSG00000153044	ENSGALG00000014788
ENSG00000113716	ENSGALG00000005770
ENSG00000134851	ENSGALG00000027886
ENSG00000258289	ENSGALG00000028027
ENSG00000165120	ENSGALG00000023942
ENSG00000114735	ENSGALG00000002253
ENSG00000154723	ENSGALG00000015751
ENSG00000153930	ENSGALG00000003105
ENSG00000171476	ENSGALG00000011404
ENSG00000108424	ENSGALG00000000454
ENSG00000100664	ENSGALG00000011464
ENSG00000162814	ENSGALG00000009616
ENSG00000213672	ENSGALG00000005713
ENSG00000189079	ENSGALG00000009665
ENSG00000156017	ENSGALG00000015155
ENSG00000082213	ENSGALG00000012909
ENSG00000162592	ENSGALG00000000982
ENSG00000109944	ENSGALG00000006518
ENSG00000197713	ENSGALG00000002847
ENSG00000183763	ENSGALG00000002908
ENSG00000125445	ENSGALG00000007999
ENSG00000185621	ENSGALG00000012067
ENSG00000103316	ENSGALG00000002484
ENSG00000198804	ENSGALG00000018373
ENSG00000146576	ENSGALG00000007591
ENSG00000207623	ENSGALG00000018312
ENSG00000055044	ENSGALG00000008454
ENSG00000144559	ENSGALG00000004940
ENSG00000179168	ENSGALG00000028163
ENSG00000149311	ENSGALG00000017159
ENSG00000077549	ENSGALG00000004034
ENSG00000108342	ENSGALG00000026420
ENSG00000182534	ENSGALG00000001805
ENSG00000142856	ENSGALG00000010995
ENSG00000087111	ENSGALG00000003665
ENSG00000130826	ENSGALG00000005054
ENSG00000188959	ENSGALG00000023454
ENSG00000180423	ENSGALG00000008354
ENSG00000165264	ENSGALG00000002033
ENSG00000003509	ENSGALG00000010609
ENSG00000181544	ENSGALG00000016569
ENSG00000177600	ENSGALG00000014309
ENSG00000100764	ENSGALG00000010675
ENSG00000107290	ENSGALG00000003661
ENSG00000182585	ENSGALG00000010859
ENSG00000177370	ENSGALG00000004383
ENSG00000103005	ENSGALG00000000904
ENSG00000114650	ENSGALG00000005072
ENSG00000256061	ENSGALG00000004387
ENSG00000173436	ENSGALG00000004039
ENSG00000088888	ENSGALG00000015994
ENSG00000148334	ENSGALG00000004779
ENSG00000134809	ENSGALG00000004845
ENSG00000215712	ENSGALG00000013689
ENSG00000196511	ENSGALG00000012369
ENSG00000165282	ENSGALG00000002023
ENSG00000145337	ENSGALG00000026229
ENSG00000128268	ENSGALG00000012146
ENSG00000140534	ENSGALG00000006631
ENSG00000155256	ENSGALG00000007531
ENSG00000166411	ENSGALG00000003303
ENSG00000109618	ENSGALG00000014386
ENSG00000164136	ENSGALG00000009870
ENSG00000165195	ENSGALG00000016559
ENSG00000106605	ENSGALG00000012352
ENSG00000138035	ENSGALG00000007935
ENSG00000105948	ENSGALG00000011847
ENSG00000115207	ENSGALG00000027998
ENSG00000103540	ENSGALG00000006925
ENSG00000141101	ENSGALG00000000693
ENSG00000135521	ENSGALG00000013765
ENSG00000110917	ENSGALG00000007102
ENSG00000103429	ENSGALG00000003111
ENSG00000103876	ENSGALG00000006482
ENSG00000241878	ENSGALG00000006872
ENSG00000100104	ENSGALG00000005614
ENSG00000167925	ENSGALG00000003333
ENSG00000180891	ENSGALG00000005549
ENSG00000140104	ENSGALG00000011690
ENSG00000164953	ENSGALG00000015940
ENSG00000175097	ENSGALG00000007940
ENSG00000184432	ENSGALG00000005357
ENSG00000174059	ENSGALG00000001177
ENSG00000169609	ENSGALG00000026607
ENSG00000114529	ENSGALG00000026299
ENSG00000164172	ENSGALG00000014906
ENSG00000204923	ENSGALG00000008753
ENSG00000144231	ENSGALG00000002057
ENSG00000100583	ENSGALG00000010457
ENSG00000166451	ENSGALG00000013494
ENSG00000159131	ENSGALG00000015983
ENSG00000121897	ENSGALG00000014312
ENSG00000132300	ENSGALG00000015773
ENSG00000038532	ENSGALG00000007167
ENSG00000198888	ENSGALG00000018382
ENSG00000139131	ENSGALG00000012919
ENSG00000169184	ENSGALG00000026119
ENSG00000133678	ENSGALG00000021231
ENSG00000165164	ENSGALG00000016268
ENSG00000123096	ENSGALG00000014042
ENSG00000175221	ENSGALG00000001978
ENSG00000119125	ENSGALG00000015141
ENSG00000114354	ENSGALG00000015299
ENSG00000127415	ENSGALG00000015376
ENSG00000172775	ENSGALG00000021473
ENSG00000164366	ENSGALG00000013171
ENSG00000012048	ENSGALG00000002781
ENSG00000164815	ENSGALG00000008175
ENSG00000189058	ENSGALG00000006995
ENSG00000151023	ENSGALG00000007680
ENSG00000156639	ENSGALG00000010134
ENSG00000132773	ENSGALG00000010228
ENSG00000159166	ENSGALG00000000309
ENSG00000198746	ENSGALG00000000881
ENSG00000127774	ENSGALG00000026492
ENSG00000182154	ENSGALG00000008746
ENSG00000103194	ENSGALG00000005674
ENSG00000148297	ENSGALG00000003204
ENSG00000135211	ENSGALG00000008330
ENSG00000174748	ENSGALG00000011290
ENSG00000135482	ENSGALG00000026926
ENSG00000206611	ENSGALG00000017832
ENSG00000070269	ENSGALG00000012118
ENSG00000188389	ENSGALG00000007454
ENSG00000144827	ENSGALG00000015378
ENSG00000187118	ENSGALG00000025811
ENSG00000162520	ENSGALG00000003529
ENSG00000162460	ENSGALG00000023779
ENSG00000178965	ENSGALG00000011356
ENSG00000198130	ENSGALG00000002310
ENSG00000140374	ENSGALG00000002925
ENSG00000145826	ENSGALG00000006323
ENSG00000122033	ENSGALG00000017097
ENSG00000183011	ENSGALG00000013787
ENSG00000129197	ENSGALG00000001666
ENSG00000173418	ENSGALG00000012587
ENSG00000165733	ENSGALG00000002624
ENSG00000121579	ENSGALG00000014805
ENSG00000128342	ENSGALG00000008028
ENSG00000101639	ENSGALG00000013880
ENSG00000165084	ENSGALG00000015565
ENSG00000091483	ENSGALG00000013165
ENSG00000196932	ENSGALG00000025862
ENSG00000135537	ENSGALG00000015303
ENSG00000150787	ENSGALG00000007848
ENSG00000115128	ENSGALG00000016501
ENSG00000174371	ENSGALG00000010748
ENSG00000008838	ENSGALG00000013506
ENSG00000163933	ENSGALG00000001945
ENSG00000110104	ENSGALG00000005190
ENSG00000075188	ENSGALG00000012759
ENSG00000159625	ENSGALG00000001065
ENSG00000033050	ENSGALG00000013354
ENSG00000099991	ENSGALG00000006363
ENSG00000089048	ENSGALG00000008708
ENSG00000129636	ENSGALG00000004049
ENSG00000179632	ENSGALG00000028933
ENSG00000189227	ENSGALG00000028141
ENSG00000196636	ENSGALG00000027620
ENSG00000186889	ENSGALG00000026491
ENSG00000111203	ENSGALG00000014335
ENSG00000257093	ENSGALG00000012874
ENSG00000182584	ENSGALG00000001440
ENSG00000149196	ENSGALG00000001823
ENSG00000106459	ENSGALG00000007973
ENSG00000168237	ENSGALG00000004018
ENSG00000198723	ENSGALG00000024264
ENSG00000163611	ENSGALG00000014816
ENSG00000171174	ENSGALG00000010043
ENSG00000100151	ENSGALG00000019313
ENSG00000170417	ENSGALG00000028951
ENSG00000167862	ENSGALG00000007822
ENSG00000128040	ENSGALG00000011415
ENSG00000198554	ENSGALG00000012199
ENSG00000142657	ENSGALG00000002797
ENSG00000103248	ENSGALG00000005724
ENSG00000123219	ENSGALG00000014753
ENSG00000089737	ENSGALG00000010884
ENSG00000163002	ENSGALG00000002689
ENSG00000173085	ENSGALG00000011196
ENSG00000108829	ENSGALG00000007673
ENSG00000159377	ENSGALG00000000905
ENSG00000164074	ENSGALG00000010201
ENSG00000148606	ENSGALG00000004947
ENSG00000143891	ENSGALG00000013828
ENSG00000127922	ENSGALG00000009733
ENSG00000173905	ENSGALG00000009464
ENSG00000147649	ENSGALG00000016004
ENSG00000181817	ENSGALG00000002127
ENSG00000109814	ENSGALG00000014320
ENSG00000124207	ENSGALG00000004707
ENSG00000099866	ENSGALG00000028341
ENSG00000241837	ENSGALG00000016007
ENSG00000156381	ENSGALG00000011376
ENSG00000123684	ENSGALG00000009848
ENSG00000068489	ENSGALG00000021526
ENSG00000074582	ENSGALG00000011386
ENSG00000102710	ENSGALG00000017047
ENSG00000119655	ENSGALG00000010237
ENSG00000172936	ENSGALG00000005947
ENSG00000214216	ENSGALG00000009580
ENSG00000113272	ENSGALG00000003722
ENSG00000135549	ENSGALG00000027036
ENSG00000180329	ENSGALG00000001022
ENSG00000126698	ENSGALG00000000790
ENSG00000092108	ENSGALG00000009916
ENSG00000088205	ENSGALG00000012147
ENSG00000140525	ENSGALG00000006658
ENSG00000154328	ENSGALG00000016664
ENSG00000181378	ENSGALG00000011352
ENSG00000048162	ENSGALG00000003355
ENSG00000164430	ENSGALG00000015925
ENSG00000182704	ENSGALG00000000761
ENSG00000214026	ENSGALG00000006561
ENSG00000142207	ENSGALG00000015887
ENSG00000198856	ENSGALG00000010526
ENSG00000053770	ENSGALG00000012101
ENSG00000197748	ENSGALG00000008392
ENSG00000189051	ENSGALG00000001156
ENSG00000144320	ENSGALG00000009283
ENSG00000196642	ENSGALG00000008984
ENSG00000115163	ENSGALG00000027842
ENSG00000115307	ENSGALG00000028263
ENSG00000147894	ENSGALG00000001864
ENSG00000074071	ENSGALG00000001792
ENSG00000164944	ENSGALG00000015965
ENSG00000107036	ENSGALG00000015036
ENSG00000126970	ENSGALG00000004716
ENSG00000143952	ENSGALG00000008847
ENSG00000110448	ENSGALG00000005192
ENSG00000066926	ENSGALG00000003066
ENSG00000120265	ENSGALG00000012388
ENSG00000113810	ENSGALG00000009553
ENSG00000110777	ENSGALG00000006809
ENSG00000117009	ENSGALG00000007503
ENSG00000119718	ENSGALG00000010301
ENSG00000102738	ENSGALG00000017033
ENSG00000077238	ENSGALG00000006313
ENSG00000155621	ENSGALG00000026001
ENSG00000160224	ENSGALG00000001327
ENSG00000036473	ENSGALG00000016254
ENSG00000166012	ENSGALG00000017220
ENSG00000197728	ENSGALG00000027807
ENSG00000080572	ENSGALG00000004870
ENSG00000129933	ENSGALG00000002969
ENSG00000238820	ENSGALG00000025688
ENSG00000183324	ENSGALG00000001744
ENSG00000126814	ENSGALG00000011904
ENSG00000119328	ENSGALG00000019524
ENSG00000128708	ENSGALG00000009525
ENSG00000090447	ENSGALG00000027823
ENSG00000121058	ENSGALG00000003158
ENSG00000157778	ENSGALG00000004203
ENSG00000121964	ENSGALG00000012424
ENSG00000183346	ENSGALG00000003013
ENSG00000018610	ENSGALG00000008652
ENSG00000138629	ENSGALG00000001394
ENSG00000258986	ENSGALG00000011590
ENSG00000151465	ENSGALG00000014038
ENSG00000102241	ENSGALG00000006410
ENSG00000165689	ENSGALG00000001921
ENSG00000112118	ENSGALG00000016676
ENSG00000207691	ENSGALG00000024492
ENSG00000139154	ENSGALG00000013136
ENSG00000207656	ENSGALG00000021723
ENSG00000153815	ENSGALG00000012012
ENSG00000185608	ENSGALG00000001587
ENSG00000213741	ENSGALG00000012229
ENSG00000184305	ENSGALG00000010392
ENSG00000115263	ENSGALG00000011104
ENSG00000174718	ENSGALG00000012936
ENSG00000136541	ENSGALG00000020575
ENSG00000182899	ENSGALG00000007611
ENSG00000199038	ENSGALG00000026343
ENSG00000123545	ENSGALG00000019921
ENSG00000247077	ENSGALG00000002137
ENSG00000213190	ENSGALG00000000781
ENSG00000123064	ENSGALG00000007490
ENSG00000038358	ENSGALG00000001636
ENSG00000124713	ENSGALG00000008575
ENSG00000223224	ENSGALG00000025302
ENSG00000167014	ENSGALG00000025720
ENSG00000013364	ENSGALG00000000238
ENSG00000140386	ENSGALG00000002883
ENSG00000118702	ENSGALG00000003842
ENSG00000178878	ENSGALG00000011784
ENSG00000106341	ENSGALG00000012226
ENSG00000163510	ENSGALG00000009001
ENSG00000249428	ENSGALG00000015685
ENSG00000055211	ENSGALG00000012370
ENSG00000197958	ENSGALG00000008806
ENSG00000132432	ENSGALG00000013107
ENSG00000166192	ENSGALG00000027050
ENSG00000112992	ENSGALG00000014869
ENSG00000198125	ENSGALG00000012541
ENSG00000174928	ENSGALG00000026293
ENSG00000080345	ENSGALG00000012484
ENSG00000106268	ENSGALG00000004245
ENSG00000176890	ENSGALG00000014897
ENSG00000153767	ENSGALG00000014947
ENSG00000197046	ENSGALG00000021416
ENSG00000108963	ENSGALG00000003082
ENSG00000136891	ENSGALG00000013438
ENSG00000196584	ENSGALG00000026865
ENSG00000053900	ENSGALG00000014378
ENSG00000159479	ENSGALG00000009993
ENSG00000122223	ENSGALG00000027074
ENSG00000169288	ENSGALG00000010324
ENSG00000170006	ENSGALG00000023355
ENSG00000130520	ENSGALG00000003385
ENSG00000198736	ENSGALG00000005414
ENSG00000118096	ENSGALG00000007438
ENSG00000102970	ENSGALG00000024466
ENSG00000125912	ENSGALG00000013369
ENSG00000164929	ENSGALG00000026694
ENSG00000150637	ENSGALG00000013748
ENSG00000133106	ENSGALG00000016964
ENSG00000166477	ENSGALG00000004696
ENSG00000166685	ENSGALG00000004429
ENSG00000112357	ENSGALG00000013874
ENSG00000084092	ENSGALG00000020185
ENSG00000183833	ENSGALG00000014980
ENSG00000101473	ENSGALG00000006842
ENSG00000170891	ENSGALG00000015015
ENSG00000108091	ENSGALG00000003165
ENSG00000152422	ENSGALG00000015620
ENSG00000156265	ENSGALG00000015822
ENSG00000141141	ENSGALG00000005489
ENSG00000135473	ENSGALG00000002779
ENSG00000184990	ENSGALG00000011619
ENSG00000198677	ENSGALG00000014670
ENSG00000111802	ENSGALG00000013637
ENSG00000004961	ENSGALG00000005571
ENSG00000184886	ENSGALG00000023554
ENSG00000253250	ENSGALG00000019451
ENSG00000056972	ENSGALG00000015026
ENSG00000160818	ENSGALG00000029153
ENSG00000162642	ENSGALG00000008670
ENSG00000101440	ENSGALG00000021455
ENSG00000116885	ENSGALG00000002123
ENSG00000133111	ENSGALG00000019087
ENSG00000214732	ENSGALG00000023924
ENSG00000167658	ENSGALG00000001830
ENSG00000106524	ENSGALG00000010804
ENSG00000102309	ENSGALG00000003878
ENSG00000187535	ENSGALG00000009318
ENSG00000101850	ENSGALG00000016615
ENSG00000198832	ENSGALG00000025972
ENSG00000171311	ENSGALG00000020746
ENSG00000099219	ENSGALG00000000438
ENSG00000197361	ENSGALG00000003401
ENSG00000065518	ENSGALG00000027688
ENSG00000091482	ENSGALG00000019157
ENSG00000211514	ENSGALG00000021800
ENSG00000087157	ENSGALG00000007181
ENSG00000164615	ENSGALG00000006411
ENSG00000138686	ENSGALG00000011880
ENSG00000159921	ENSGALG00000015331
ENSG00000174611	ENSGALG00000006624
ENSG00000235947	ENSGALG00000027049
ENSG00000183665	ENSGALG00000006773
ENSG00000102384	ENSGALG00000005038
ENSG00000142698	ENSGALG00000021622
ENSG00000206754	ENSGALG00000024890
ENSG00000031698	ENSGALG00000026809
ENSG00000119661	ENSGALG00000028568
ENSG00000080608	ENSGALG00000010178
ENSG00000122484	ENSGALG00000005953
ENSG00000108064	ENSGALG00000002703
ENSG00000197696	ENSGALG00000024447
ENSG00000165629	ENSGALG00000006753
ENSG00000167186	ENSGALG00000006861
ENSG00000130150	ENSGALG00000016568
ENSG00000175054	ENSGALG00000002663
ENSG00000172428	ENSGALG00000028636
ENSG00000189410	ENSGALG00000026828
ENSG00000140365	ENSGALG00000001572
ENSG00000164051	ENSGALG00000006465
